From Marzo et al. (2004) Adv. Space Res., 33, 2246-2251
selenite
  Wavelength
  (microns)       n           k       Q/a theor   Q/a experim
  0.6518D+01  0.1339D+01  0.2227D-01  0.5890D+03  0.6175D+03
  0.6522D+01  0.1339D+01  0.2229D-01  0.5893D+03  0.6207D+03
  0.6527D+01  0.1338D+01  0.2232D-01  0.5896D+03  0.6229D+03
  0.6531D+01  0.1338D+01  0.2235D-01  0.5900D+03  0.6243D+03
  0.6536D+01  0.1337D+01  0.2238D-01  0.5904D+03  0.6243D+03
  0.6540D+01  0.1337D+01  0.2241D-01  0.5908D+03  0.6229D+03
  0.6545D+01  0.1337D+01  0.2244D-01  0.5913D+03  0.6215D+03
  0.6550D+01  0.1336D+01  0.2248D-01  0.5918D+03  0.6214D+03
  0.6554D+01  0.1336D+01  0.2251D-01  0.5923D+03  0.6213D+03
  0.6556D+01  0.1336D+01  0.2253D-01  0.5928D+03  0.6195D+03
  0.6561D+01  0.1335D+01  0.2257D-01  0.5934D+03  0.6160D+03
  0.6566D+01  0.1335D+01  0.2261D-01  0.5941D+03  0.6137D+03
  0.6570D+01  0.1335D+01  0.2265D-01  0.5947D+03  0.6157D+03
  0.6575D+01  0.1334D+01  0.2270D-01  0.5954D+03  0.6177D+03
  0.6579D+01  0.1334D+01  0.2274D-01  0.5961D+03  0.6174D+03
  0.6584D+01  0.1333D+01  0.2279D-01  0.5969D+03  0.6190D+03
  0.6588D+01  0.1333D+01  0.2283D-01  0.5976D+03  0.6240D+03
  0.6591D+01  0.1333D+01  0.2286D-01  0.5984D+03  0.6304D+03
  0.6595D+01  0.1333D+01  0.2291D-01  0.5993D+03  0.6336D+03
  0.6600D+01  0.1332D+01  0.2295D-01  0.6001D+03  0.6339D+03
  0.6605D+01  0.1332D+01  0.2301D-01  0.6010D+03  0.6342D+03
  0.6609D+01  0.1331D+01  0.2306D-01  0.6019D+03  0.6346D+03
  0.6614D+01  0.1331D+01  0.2311D-01  0.6028D+03  0.6353D+03
  0.6619D+01  0.1331D+01  0.2317D-01  0.6038D+03  0.6353D+03
  0.6623D+01  0.1330D+01  0.2322D-01  0.6048D+03  0.6343D+03
  0.6628D+01  0.1330D+01  0.2328D-01  0.6058D+03  0.6311D+03
  0.6630D+01  0.1330D+01  0.2331D-01  0.6068D+03  0.6326D+03
  0.6635D+01  0.1329D+01  0.2337D-01  0.6079D+03  0.6345D+03
  0.6640D+01  0.1329D+01  0.2343D-01  0.6090D+03  0.6276D+03
  0.6644D+01  0.1329D+01  0.2349D-01  0.6100D+03  0.6288D+03
  0.6649D+01  0.1328D+01  0.2355D-01  0.6112D+03  0.6383D+03
  0.6654D+01  0.1328D+01  0.2361D-01  0.6123D+03  0.6458D+03
  0.6658D+01  0.1328D+01  0.2368D-01  0.6135D+03  0.6497D+03
  0.6663D+01  0.1327D+01  0.2374D-01  0.6147D+03  0.6491D+03
  0.6668D+01  0.1327D+01  0.2381D-01  0.6159D+03  0.6462D+03
  0.6670D+01  0.1327D+01  0.2384D-01  0.6172D+03  0.6435D+03
  0.6675D+01  0.1326D+01  0.2391D-01  0.6184D+03  0.6444D+03
  0.6680D+01  0.1326D+01  0.2398D-01  0.6197D+03  0.6482D+03
  0.6684D+01  0.1326D+01  0.2405D-01  0.6210D+03  0.6518D+03
  0.6689D+01  0.1325D+01  0.2412D-01  0.6223D+03  0.6548D+03
  0.6694D+01  0.1325D+01  0.2419D-01  0.6237D+03  0.6575D+03
  0.6698D+01  0.1325D+01  0.2426D-01  0.6251D+03  0.6582D+03
  0.6703D+01  0.1324D+01  0.2434D-01  0.6264D+03  0.6575D+03
  0.6706D+01  0.1324D+01  0.2437D-01  0.6278D+03  0.6599D+03
  0.6710D+01  0.1324D+01  0.2445D-01  0.6293D+03  0.6659D+03
  0.6715D+01  0.1323D+01  0.2453D-01  0.6307D+03  0.6708D+03
  0.6720D+01  0.1323D+01  0.2460D-01  0.6322D+03  0.6734D+03
  0.6725D+01  0.1323D+01  0.2468D-01  0.6337D+03  0.6754D+03
  0.6730D+01  0.1322D+01  0.2476D-01  0.6353D+03  0.6776D+03
  0.6734D+01  0.1322D+01  0.2484D-01  0.6367D+03  0.6794D+03
  0.6739D+01  0.1321D+01  0.2493D-01  0.6383D+03  0.6808D+03
  0.6744D+01  0.1321D+01  0.2501D-01  0.6399D+03  0.6828D+03
  0.6746D+01  0.1321D+01  0.2505D-01  0.6415D+03  0.6856D+03
  0.6751D+01  0.1321D+01  0.2513D-01  0.6432D+03  0.6878D+03
  0.6756D+01  0.1320D+01  0.2522D-01  0.6448D+03  0.6884D+03
  0.6761D+01  0.1320D+01  0.2531D-01  0.6465D+03  0.6877D+03
  0.6766D+01  0.1319D+01  0.2539D-01  0.6481D+03  0.6865D+03
  0.6771D+01  0.1319D+01  0.2548D-01  0.6498D+03  0.6855D+03
  0.6776D+01  0.1319D+01  0.2557D-01  0.6516D+03  0.6850D+03
  0.6780D+01  0.1318D+01  0.2566D-01  0.6533D+03  0.6852D+03
  0.6785D+01  0.1318D+01  0.2575D-01  0.6551D+03  0.6880D+03
  0.6788D+01  0.1318D+01  0.2580D-01  0.6569D+03  0.6944D+03
  0.6793D+01  0.1317D+01  0.2589D-01  0.6587D+03  0.7000D+03
  0.6798D+01  0.1317D+01  0.2599D-01  0.6605D+03  0.7036D+03
  0.6802D+01  0.1317D+01  0.2608D-01  0.6624D+03  0.7077D+03
  0.6807D+01  0.1316D+01  0.2618D-01  0.6643D+03  0.7108D+03
  0.6812D+01  0.1316D+01  0.2628D-01  0.6662D+03  0.7114D+03
  0.6817D+01  0.1316D+01  0.2638D-01  0.6681D+03  0.7105D+03
  0.6822D+01  0.1315D+01  0.2648D-01  0.6700D+03  0.7106D+03
  0.6825D+01  0.1315D+01  0.2653D-01  0.6719D+03  0.7132D+03
  0.6830D+01  0.1315D+01  0.2663D-01  0.6739D+03  0.7171D+03
  0.6835D+01  0.1314D+01  0.2673D-01  0.6759D+03  0.7208D+03
  0.6839D+01  0.1314D+01  0.2683D-01  0.6780D+03  0.7233D+03
  0.6844D+01  0.1313D+01  0.2694D-01  0.6800D+03  0.7232D+03
  0.6849D+01  0.1313D+01  0.2704D-01  0.6821D+03  0.7199D+03
  0.6854D+01  0.1313D+01  0.2715D-01  0.6841D+03  0.7165D+03
  0.6859D+01  0.1312D+01  0.2726D-01  0.6862D+03  0.7191D+03
  0.6864D+01  0.1312D+01  0.2737D-01  0.6883D+03  0.7265D+03
  0.6867D+01  0.1312D+01  0.2742D-01  0.6905D+03  0.7329D+03
  0.6872D+01  0.1311D+01  0.2753D-01  0.6927D+03  0.7386D+03
  0.6877D+01  0.1311D+01  0.2764D-01  0.6949D+03  0.7450D+03
  0.6882D+01  0.1311D+01  0.2776D-01  0.6971D+03  0.7491D+03
  0.6887D+01  0.1310D+01  0.2787D-01  0.6993D+03  0.7506D+03
  0.6892D+01  0.1310D+01  0.2799D-01  0.7015D+03  0.7507D+03
  0.6897D+01  0.1309D+01  0.2810D-01  0.7038D+03  0.7510D+03
  0.6902D+01  0.1309D+01  0.2822D-01  0.7061D+03  0.7525D+03
  0.6907D+01  0.1309D+01  0.2834D-01  0.7085D+03  0.7554D+03
  0.6910D+01  0.1308D+01  0.2840D-01  0.7108D+03  0.7590D+03
  0.6915D+01  0.1308D+01  0.2852D-01  0.7132D+03  0.7626D+03
  0.6920D+01  0.1308D+01  0.2864D-01  0.7155D+03  0.7655D+03
  0.6925D+01  0.1307D+01  0.2876D-01  0.7179D+03  0.7675D+03
  0.6930D+01  0.1307D+01  0.2889D-01  0.7204D+03  0.7693D+03
  0.6935D+01  0.1306D+01  0.2901D-01  0.7229D+03  0.7714D+03
  0.6940D+01  0.1306D+01  0.2914D-01  0.7254D+03  0.7727D+03
  0.6945D+01  0.1306D+01  0.2926D-01  0.7279D+03  0.7723D+03
  0.6948D+01  0.1305D+01  0.2933D-01  0.7303D+03  0.7705D+03
  0.6953D+01  0.1305D+01  0.2946D-01  0.7329D+03  0.7696D+03
  0.6958D+01  0.1305D+01  0.2959D-01  0.7354D+03  0.7722D+03
  0.6963D+01  0.1304D+01  0.2972D-01  0.7381D+03  0.7777D+03
  0.6968D+01  0.1304D+01  0.2985D-01  0.7407D+03  0.7843D+03
  0.6974D+01  0.1303D+01  0.2999D-01  0.7434D+03  0.7902D+03
  0.6979D+01  0.1303D+01  0.3012D-01  0.7460D+03  0.7937D+03
  0.6984D+01  0.1303D+01  0.3026D-01  0.7486D+03  0.7953D+03
  0.6989D+01  0.1302D+01  0.3040D-01  0.7513D+03  0.7972D+03
  0.6992D+01  0.1302D+01  0.3047D-01  0.7541D+03  0.8005D+03
  0.6997D+01  0.1302D+01  0.3061D-01  0.7569D+03  0.8041D+03
  0.7002D+01  0.1301D+01  0.3075D-01  0.7597D+03  0.8068D+03
  0.7007D+01  0.1301D+01  0.3089D-01  0.7625D+03  0.8089D+03
  0.7012D+01  0.1300D+01  0.3104D-01  0.7654D+03  0.8113D+03
  0.7018D+01  0.1300D+01  0.3118D-01  0.7681D+03  0.8147D+03
  0.7023D+01  0.1299D+01  0.3133D-01  0.7710D+03  0.8180D+03
  0.7028D+01  0.1299D+01  0.3148D-01  0.7740D+03  0.8194D+03
  0.7033D+01  0.1299D+01  0.3163D-01  0.7769D+03  0.8181D+03
  0.7036D+01  0.1298D+01  0.3170D-01  0.7799D+03  0.8154D+03
  0.7041D+01  0.1298D+01  0.3186D-01  0.7829D+03  0.8156D+03
  0.7047D+01  0.1298D+01  0.3201D-01  0.7858D+03  0.8217D+03
  0.7052D+01  0.1297D+01  0.3216D-01  0.7889D+03  0.8302D+03
  0.7057D+01  0.1297D+01  0.3232D-01  0.7920D+03  0.8373D+03
  0.7062D+01  0.1296D+01  0.3248D-01  0.7951D+03  0.8420D+03
  0.7068D+01  0.1296D+01  0.3264D-01  0.7982D+03  0.8450D+03
  0.7073D+01  0.1295D+01  0.3280D-01  0.8014D+03  0.8475D+03
  0.7078D+01  0.1295D+01  0.3296D-01  0.8046D+03  0.8507D+03
  0.7081D+01  0.1295D+01  0.3304D-01  0.8077D+03  0.8545D+03
  0.7086D+01  0.1294D+01  0.3320D-01  0.8109D+03  0.8580D+03
  0.7092D+01  0.1294D+01  0.3337D-01  0.8142D+03  0.8607D+03
  0.7097D+01  0.1293D+01  0.3354D-01  0.8175D+03  0.8626D+03
  0.7102D+01  0.1293D+01  0.3371D-01  0.8209D+03  0.8639D+03
  0.7108D+01  0.1292D+01  0.3388D-01  0.8242D+03  0.8655D+03
  0.7113D+01  0.1292D+01  0.3405D-01  0.8276D+03  0.8688D+03
  0.7118D+01  0.1292D+01  0.3422D-01  0.8309D+03  0.8733D+03
  0.7121D+01  0.1291D+01  0.3431D-01  0.8344D+03  0.8771D+03
  0.7126D+01  0.1291D+01  0.3449D-01  0.8378D+03  0.8795D+03
  0.7132D+01  0.1290D+01  0.3466D-01  0.8414D+03  0.8810D+03
  0.7137D+01  0.1290D+01  0.3484D-01  0.8449D+03  0.8824D+03
  0.7143D+01  0.1289D+01  0.3502D-01  0.8485D+03  0.8842D+03
  0.7148D+01  0.1289D+01  0.3521D-01  0.8519D+03  0.8873D+03
  0.7154D+01  0.1288D+01  0.3539D-01  0.8556D+03  0.8911D+03
  0.7159D+01  0.1288D+01  0.3558D-01  0.8592D+03  0.8947D+03
  0.7164D+01  0.1288D+01  0.3577D-01  0.8629D+03  0.8979D+03
  0.7167D+01  0.1287D+01  0.3586D-01  0.8667D+03  0.9011D+03
  0.7173D+01  0.1287D+01  0.3605D-01  0.8704D+03  0.9047D+03
  0.7178D+01  0.1286D+01  0.3624D-01  0.8742D+03  0.9083D+03
  0.7184D+01  0.1286D+01  0.3644D-01  0.8779D+03  0.9117D+03
  0.7189D+01  0.1285D+01  0.3663D-01  0.8817D+03  0.9141D+03
  0.7194D+01  0.1285D+01  0.3683D-01  0.8856D+03  0.9159D+03
  0.7200D+01  0.1284D+01  0.3703D-01  0.8896D+03  0.9184D+03
  0.7205D+01  0.1284D+01  0.3723D-01  0.8935D+03  0.9228D+03
  0.7211D+01  0.1283D+01  0.3744D-01  0.8976D+03  0.9286D+03
  0.7214D+01  0.1283D+01  0.3754D-01  0.9016D+03  0.9334D+03
  0.7219D+01  0.1283D+01  0.3775D-01  0.9054D+03  0.9365D+03
  0.7225D+01  0.1282D+01  0.3795D-01  0.9096D+03  0.9390D+03
  0.7230D+01  0.1282D+01  0.3816D-01  0.9137D+03  0.9418D+03
  0.7236D+01  0.1281D+01  0.3838D-01  0.9179D+03  0.9453D+03
  0.7241D+01  0.1281D+01  0.3859D-01  0.9221D+03  0.9491D+03
  0.7247D+01  0.1280D+01  0.3881D-01  0.9263D+03  0.9529D+03
  0.7253D+01  0.1279D+01  0.3903D-01  0.9304D+03  0.9563D+03
  0.7255D+01  0.1279D+01  0.3914D-01  0.9347D+03  0.9591D+03
  0.7261D+01  0.1279D+01  0.3936D-01  0.9391D+03  0.9616D+03
  0.7267D+01  0.1278D+01  0.3958D-01  0.9435D+03  0.9647D+03
  0.7272D+01  0.1278D+01  0.3981D-01  0.9479D+03  0.9696D+03
  0.7278D+01  0.1277D+01  0.4004D-01  0.9524D+03  0.9753D+03
  0.7283D+01  0.1277D+01  0.4027D-01  0.9569D+03  0.9802D+03
  0.7289D+01  0.1276D+01  0.4050D-01  0.9613D+03  0.9841D+03
  0.7295D+01  0.1275D+01  0.4073D-01  0.9659D+03  0.9876D+03
  0.7300D+01  0.1275D+01  0.4097D-01  0.9705D+03  0.9915D+03
  0.7303D+01  0.1275D+01  0.4109D-01  0.9752D+03  0.9960D+03
  0.7309D+01  0.1274D+01  0.4133D-01  0.9799D+03  0.1000D+04
  0.7315D+01  0.1274D+01  0.4157D-01  0.9847D+03  0.1004D+04
  0.7320D+01  0.1273D+01  0.4182D-01  0.9895D+03  0.1007D+04
  0.7326D+01  0.1272D+01  0.4206D-01  0.9941D+03  0.1010D+04
  0.7332D+01  0.1272D+01  0.4231D-01  0.9989D+03  0.1015D+04
  0.7337D+01  0.1271D+01  0.4257D-01  0.1004D+04  0.1021D+04
  0.7343D+01  0.1271D+01  0.4282D-01  0.1009D+04  0.1027D+04
  0.7349D+01  0.1270D+01  0.4308D-01  0.1014D+04  0.1031D+04
  0.7352D+01  0.1270D+01  0.4321D-01  0.1019D+04  0.1035D+04
  0.7357D+01  0.1269D+01  0.4347D-01  0.1024D+04  0.1039D+04
  0.7363D+01  0.1269D+01  0.4373D-01  0.1029D+04  0.1044D+04
  0.7369D+01  0.1268D+01  0.4400D-01  0.1034D+04  0.1049D+04
  0.7375D+01  0.1267D+01  0.4427D-01  0.1039D+04  0.1054D+04
  0.7380D+01  0.1267D+01  0.4454D-01  0.1045D+04  0.1059D+04
  0.7386D+01  0.1266D+01  0.4481D-01  0.1050D+04  0.1064D+04
  0.7392D+01  0.1266D+01  0.4509D-01  0.1055D+04  0.1068D+04
  0.7395D+01  0.1265D+01  0.4523D-01  0.1061D+04  0.1073D+04
  0.7401D+01  0.1265D+01  0.4551D-01  0.1066D+04  0.1078D+04
  0.7407D+01  0.1264D+01  0.4580D-01  0.1072D+04  0.1083D+04
  0.7412D+01  0.1263D+01  0.4608D-01  0.1077D+04  0.1088D+04
  0.7418D+01  0.1263D+01  0.4637D-01  0.1083D+04  0.1093D+04
  0.7424D+01  0.1262D+01  0.4667D-01  0.1089D+04  0.1098D+04
  0.7430D+01  0.1262D+01  0.4696D-01  0.1094D+04  0.1103D+04
  0.7436D+01  0.1261D+01  0.4726D-01  0.1100D+04  0.1108D+04
  0.7442D+01  0.1260D+01  0.4756D-01  0.1106D+04  0.1113D+04
  0.7445D+01  0.1260D+01  0.4772D-01  0.1112D+04  0.1118D+04
  0.7450D+01  0.1259D+01  0.4802D-01  0.1118D+04  0.1125D+04
  0.7456D+01  0.1259D+01  0.4833D-01  0.1124D+04  0.1133D+04
  0.7462D+01  0.1258D+01  0.4865D-01  0.1130D+04  0.1142D+04
  0.7468D+01  0.1257D+01  0.4896D-01  0.1136D+04  0.1149D+04
  0.7474D+01  0.1257D+01  0.4928D-01  0.1142D+04  0.1153D+04
  0.7480D+01  0.1256D+01  0.4960D-01  0.1148D+04  0.1155D+04
  0.7486D+01  0.1255D+01  0.4993D-01  0.1154D+04  0.1159D+04
  0.7492D+01  0.1255D+01  0.5026D-01  0.1161D+04  0.1164D+04
  0.7495D+01  0.1254D+01  0.5043D-01  0.1167D+04  0.1169D+04
  0.7501D+01  0.1254D+01  0.5076D-01  0.1174D+04  0.1175D+04
  0.7507D+01  0.1253D+01  0.5110D-01  0.1180D+04  0.1181D+04
  0.7513D+01  0.1252D+01  0.5144D-01  0.1187D+04  0.1187D+04
  0.7519D+01  0.1251D+01  0.5179D-01  0.1193D+04  0.1193D+04
  0.7525D+01  0.1251D+01  0.5214D-01  0.1200D+04  0.1199D+04
  0.7531D+01  0.1250D+01  0.5249D-01  0.1207D+04  0.1204D+04
  0.7537D+01  0.1249D+01  0.5285D-01  0.1214D+04  0.1210D+04
  0.7540D+01  0.1249D+01  0.5303D-01  0.1220D+04  0.1216D+04
  0.7546D+01  0.1248D+01  0.5340D-01  0.1227D+04  0.1222D+04
  0.7552D+01  0.1247D+01  0.5376D-01  0.1234D+04  0.1228D+04
  0.7558D+01  0.1247D+01  0.5414D-01  0.1242D+04  0.1233D+04
  0.7564D+01  0.1246D+01  0.5451D-01  0.1249D+04  0.1240D+04
  0.7570D+01  0.1245D+01  0.5489D-01  0.1256D+04  0.1246D+04
  0.7576D+01  0.1244D+01  0.5528D-01  0.1264D+04  0.1253D+04
  0.7582D+01  0.1244D+01  0.5567D-01  0.1271D+04  0.1261D+04
  0.7588D+01  0.1243D+01  0.5606D-01  0.1278D+04  0.1267D+04
  0.7591D+01  0.1242D+01  0.5626D-01  0.1286D+04  0.1273D+04
  0.7598D+01  0.1242D+01  0.5666D-01  0.1294D+04  0.1279D+04
  0.7604D+01  0.1241D+01  0.5706D-01  0.1301D+04  0.1284D+04
  0.7610D+01  0.1240D+01  0.5747D-01  0.1309D+04  0.1290D+04
  0.7616D+01  0.1239D+01  0.5788D-01  0.1317D+04  0.1297D+04
  0.7622D+01  0.1238D+01  0.5830D-01  0.1325D+04  0.1303D+04
  0.7628D+01  0.1238D+01  0.5873D-01  0.1333D+04  0.1308D+04
  0.7634D+01  0.1237D+01  0.5916D-01  0.1341D+04  0.1313D+04
  0.7641D+01  0.1236D+01  0.5959D-01  0.1350D+04  0.1320D+04
  0.7644D+01  0.1235D+01  0.5981D-01  0.1358D+04  0.1327D+04
  0.7650D+01  0.1235D+01  0.6025D-01  0.1366D+04  0.1334D+04
  0.7656D+01  0.1234D+01  0.6070D-01  0.1375D+04  0.1341D+04
  0.7662D+01  0.1233D+01  0.6115D-01  0.1383D+04  0.1348D+04
  0.7669D+01  0.1232D+01  0.6161D-01  0.1392D+04  0.1355D+04
  0.7675D+01  0.1231D+01  0.6208D-01  0.1401D+04  0.1362D+04
  0.7681D+01  0.1230D+01  0.6255D-01  0.1410D+04  0.1370D+04
  0.7687D+01  0.1229D+01  0.6302D-01  0.1419D+04  0.1378D+04
  0.7694D+01  0.1228D+01  0.6350D-01  0.1428D+04  0.1386D+04
  0.7697D+01  0.1228D+01  0.6375D-01  0.1437D+04  0.1394D+04
  0.7703D+01  0.1227D+01  0.6424D-01  0.1446D+04  0.1403D+04
  0.7709D+01  0.1226D+01  0.6474D-01  0.1456D+04  0.1411D+04
  0.7716D+01  0.1225D+01  0.6524D-01  0.1466D+04  0.1419D+04
  0.7722D+01  0.1224D+01  0.6575D-01  0.1475D+04  0.1427D+04
  0.7728D+01  0.1223D+01  0.6627D-01  0.1485D+04  0.1435D+04
  0.7735D+01  0.1222D+01  0.6679D-01  0.1495D+04  0.1444D+04
  0.7741D+01  0.1221D+01  0.6733D-01  0.1505D+04  0.1453D+04
  0.7744D+01  0.1221D+01  0.6759D-01  0.1515D+04  0.1462D+04
  0.7751D+01  0.1220D+01  0.6814D-01  0.1525D+04  0.1472D+04
  0.7757D+01  0.1219D+01  0.6869D-01  0.1536D+04  0.1481D+04
  0.7763D+01  0.1218D+01  0.6924D-01  0.1546D+04  0.1490D+04
  0.7770D+01  0.1217D+01  0.6981D-01  0.1557D+04  0.1498D+04
  0.7776D+01  0.1216D+01  0.7038D-01  0.1567D+04  0.1507D+04
  0.7783D+01  0.1214D+01  0.7096D-01  0.1579D+04  0.1515D+04
  0.7789D+01  0.1213D+01  0.7155D-01  0.1590D+04  0.1524D+04
  0.7796D+01  0.1212D+01  0.7215D-01  0.1601D+04  0.1533D+04
  0.7799D+01  0.1212D+01  0.7245D-01  0.1613D+04  0.1543D+04
  0.7805D+01  0.1211D+01  0.7307D-01  0.1624D+04  0.1553D+04
  0.7812D+01  0.1210D+01  0.7369D-01  0.1636D+04  0.1563D+04
  0.7818D+01  0.1208D+01  0.7432D-01  0.1647D+04  0.1573D+04
  0.7825D+01  0.1207D+01  0.7496D-01  0.1659D+04  0.1583D+04
  0.7831D+01  0.1206D+01  0.7561D-01  0.1672D+04  0.1593D+04
  0.7838D+01  0.1205D+01  0.7627D-01  0.1684D+04  0.1603D+04
  0.7844D+01  0.1204D+01  0.7693D-01  0.1697D+04  0.1614D+04
  0.7851D+01  0.1202D+01  0.7762D-01  0.1710D+04  0.1625D+04
  0.7854D+01  0.1202D+01  0.7796D-01  0.1723D+04  0.1636D+04
  0.7861D+01  0.1201D+01  0.7866D-01  0.1735D+04  0.1647D+04
  0.7867D+01  0.1199D+01  0.7937D-01  0.1749D+04  0.1658D+04
  0.7874D+01  0.1198D+01  0.8009D-01  0.1762D+04  0.1670D+04
  0.7880D+01  0.1197D+01  0.8082D-01  0.1776D+04  0.1682D+04
  0.7887D+01  0.1196D+01  0.8156D-01  0.1790D+04  0.1694D+04
  0.7893D+01  0.1194D+01  0.8232D-01  0.1804D+04  0.1705D+04
  0.7900D+01  0.1193D+01  0.8309D-01  0.1818D+04  0.1717D+04
  0.7903D+01  0.1192D+01  0.8348D-01  0.1833D+04  0.1730D+04
  0.7910D+01  0.1191D+01  0.8427D-01  0.1848D+04  0.1743D+04
  0.7917D+01  0.1189D+01  0.8508D-01  0.1863D+04  0.1756D+04
  0.7923D+01  0.1188D+01  0.8589D-01  0.1879D+04  0.1769D+04
  0.7930D+01  0.1187D+01  0.8673D-01  0.1894D+04  0.1784D+04
  0.7937D+01  0.1185D+01  0.8758D-01  0.1910D+04  0.1800D+04
  0.7943D+01  0.1184D+01  0.8845D-01  0.1926D+04  0.1814D+04
  0.7950D+01  0.1182D+01  0.8933D-01  0.1942D+04  0.1830D+04
  0.7957D+01  0.1181D+01  0.9023D-01  0.1959D+04  0.1846D+04
  0.7960D+01  0.1180D+01  0.9068D-01  0.1976D+04  0.1863D+04
  0.7967D+01  0.1178D+01  0.9161D-01  0.1994D+04  0.1880D+04
  0.7974D+01  0.1177D+01  0.9256D-01  0.2012D+04  0.1897D+04
  0.7980D+01  0.1175D+01  0.9352D-01  0.2030D+04  0.1914D+04
  0.7987D+01  0.1174D+01  0.9451D-01  0.2047D+04  0.1933D+04
  0.7994D+01  0.1172D+01  0.9551D-01  0.2066D+04  0.1952D+04
  0.8001D+01  0.1170D+01  0.9654D-01  0.2086D+04  0.1971D+04
  0.8007D+01  0.1169D+01  0.9759D-01  0.2105D+04  0.1991D+04
  0.8014D+01  0.1167D+01  0.9866D-01  0.2125D+04  0.2012D+04
  0.8018D+01  0.1166D+01  0.9920D-01  0.2146D+04  0.2033D+04
  0.8025D+01  0.1164D+01  0.1003D+00  0.2165D+04  0.2054D+04
  0.8031D+01  0.1162D+01  0.1014D+00  0.2187D+04  0.2076D+04
  0.8038D+01  0.1161D+01  0.1026D+00  0.2208D+04  0.2097D+04
  0.8045D+01  0.1159D+01  0.1038D+00  0.2231D+04  0.2120D+04
  0.8052D+01  0.1157D+01  0.1050D+00  0.2253D+04  0.2143D+04
  0.8059D+01  0.1155D+01  0.1063D+00  0.2277D+04  0.2166D+04
  0.8066D+01  0.1153D+01  0.1075D+00  0.2301D+04  0.2190D+04
  0.8069D+01  0.1152D+01  0.1082D+00  0.2324D+04  0.2214D+04
  0.8076D+01  0.1150D+01  0.1095D+00  0.2349D+04  0.2239D+04
  0.8083D+01  0.1148D+01  0.1109D+00  0.2374D+04  0.2266D+04
  0.8090D+01  0.1146D+01  0.1123D+00  0.2400D+04  0.2292D+04
  0.8097D+01  0.1144D+01  0.1137D+00  0.2427D+04  0.2319D+04
  0.8104D+01  0.1142D+01  0.1152D+00  0.2454D+04  0.2347D+04
  0.8111D+01  0.1139D+01  0.1167D+00  0.2481D+04  0.2376D+04
  0.8118D+01  0.1137D+01  0.1182D+00  0.2510D+04  0.2406D+04
  0.8125D+01  0.1135D+01  0.1198D+00  0.2540D+04  0.2436D+04
  0.8128D+01  0.1134D+01  0.1207D+00  0.2570D+04  0.2467D+04
  0.8135D+01  0.1131D+01  0.1223D+00  0.2602D+04  0.2499D+04
  0.8142D+01  0.1129D+01  0.1240D+00  0.2634D+04  0.2533D+04
  0.8149D+01  0.1126D+01  0.1258D+00  0.2667D+04  0.2568D+04
  0.8156D+01  0.1124D+01  0.1276D+00  0.2699D+04  0.2603D+04
  0.8164D+01  0.1121D+01  0.1295D+00  0.2734D+04  0.2640D+04
  0.8171D+01  0.1119D+01  0.1315D+00  0.2770D+04  0.2679D+04
  0.8178D+01  0.1116D+01  0.1335D+00  0.2808D+04  0.2719D+04
  0.8185D+01  0.1113D+01  0.1356D+00  0.2846D+04  0.2759D+04
  0.8188D+01  0.1112D+01  0.1366D+00  0.2886D+04  0.2801D+04
  0.8195D+01  0.1109D+01  0.1388D+00  0.2927D+04  0.2845D+04
  0.8203D+01  0.1106D+01  0.1411D+00  0.2967D+04  0.2889D+04
  0.8210D+01  0.1104D+01  0.1434D+00  0.3010D+04  0.2933D+04
  0.8217D+01  0.1101D+01  0.1459D+00  0.3055D+04  0.2978D+04
  0.8224D+01  0.1098D+01  0.1484D+00  0.3102D+04  0.3024D+04
  0.8231D+01  0.1094D+01  0.1510D+00  0.3150D+04  0.3070D+04
  0.8238D+01  0.1091D+01  0.1537D+00  0.3200D+04  0.3119D+04
  0.8242D+01  0.1090D+01  0.1551D+00  0.3250D+04  0.3171D+04
  0.8249D+01  0.1086D+01  0.1580D+00  0.3303D+04  0.3227D+04
  0.8256D+01  0.1083D+01  0.1610D+00  0.3359D+04  0.3284D+04
  0.8264D+01  0.1080D+01  0.1641D+00  0.3417D+04  0.3344D+04
  0.8271D+01  0.1076D+01  0.1674D+00  0.3477D+04  0.3406D+04
  0.8278D+01  0.1073D+01  0.1708D+00  0.3540D+04  0.3470D+04
  0.8286D+01  0.1069D+01  0.1743D+00  0.3605D+04  0.3534D+04
  0.8293D+01  0.1066D+01  0.1780D+00  0.3669D+04  0.3600D+04
  0.8300D+01  0.1062D+01  0.1819D+00  0.3740D+04  0.3670D+04
  0.8304D+01  0.1060D+01  0.1839D+00  0.3813D+04  0.3745D+04
  0.8311D+01  0.1056D+01  0.1880D+00  0.3890D+04  0.3823D+04
  0.8318D+01  0.1052D+01  0.1923D+00  0.3971D+04  0.3906D+04
  0.8326D+01  0.1048D+01  0.1968D+00  0.4054D+04  0.3997D+04
  0.8333D+01  0.1044D+01  0.2016D+00  0.4142D+04  0.4093D+04
  0.8341D+01  0.1040D+01  0.2065D+00  0.4229D+04  0.4196D+04
  0.8348D+01  0.1036D+01  0.2118D+00  0.4325D+04  0.4305D+04
  0.8355D+01  0.1032D+01  0.2172D+00  0.4425D+04  0.4422D+04
  0.8363D+01  0.1028D+01  0.2230D+00  0.4530D+04  0.4547D+04
